Element,Transition,Theory (eV),Unc (eV),Direct (eV),Unc. (eV)
Ag,L3N2,3292.7,2.8,,
Ag,L3N3,3294.8,1.9,,
Ag,L3N4,3346.99,0.84,3347.842,40.0
Ag,L3N5,3347.84,0.92,3347.842,40.0
Ag,L3 edge,3360.71,0.32,3350.96,0.13
Cd,KL1,22694.5,1.2,,
Cd,KL2,22984.48,0.75,22984.05,0.2
Cd,KL3,23173.73,0.67,23173.98,0.2
Cd,KM1,25941.6,1.2,,
Cd,KM2,26061.4,1.5,26061.32,0.39
Cd,KM3,26095.1,1.3,26095.44,0.39
Cd,KM4,26301.2,1.1,,
Cd,KM5,26307.8,1.1,,
Cd,KN1,26604.9,3.5,,
Cd,KN2,26644.1,3.5,26644.07,0.59
Cd,KN3,26643.5,1.6,26644.07,0.59
Cd,KN4,26701.15,0.88,,
Cd,KN5,26702.5,1.1,,
Cd,K edge,26720.58,0.41,26713.29,0.2
Cd,L1M1,3247.1,1.7,,
Cd,L1M2,3366.9,2.1,3367.23,0.12
Cd,L1M3,3400.6,1.9,3401.48,0.12
Cd,L1M4,3606.7,1.7,3607.6,0.31
Cd,L1M5,3613.3,1.6,3614.49,0.14
Cd,L1N1,3910.4,4.1,,
Cd,L1N2,3949.6,4.1,3951.38,0.37
Cd,L1N3,3949.0,2.2,,
Cd,L1N4,4006.6,1.5,,
Cd,L1N5,4008.0,1.6,,
Cd,L1 edge,4026.07,0.98,4019.01,0.19
Cd,L2M1,2957.1,1.2,2956.782,94.0
Cd,L2M2,3076.9,1.5,,
Cd,L2M3,3110.6,1.3,,
Cd,L2M4,3316.7,1.1,3316.605,53.0
Cd,L2M5,3323.3,1.0,,
Cd,L2N1,3620.4,3.5,3619.38,0.14
Cd,L2N2,3659.6,3.5,,
Cd,L2N3,3659.0,1.6,,
Cd,L2N4,3716.67,0.85,3716.898,99.0
Cd,L2N5,3718.0,1.0,,
Cd,L2 edge,3736.1,0.39,3728.01,0.17
Cd,L3M1,2767.9,1.4,2767.376,82.0
Cd,L3M2,2887.7,1.4,,
Cd,L3M3,2921.4,1.2,,
Cd,L3M4,3127.5,1.0,3126.95,70.0
Cd,L3M5,3134.06,0.96,3133.755,47.0
Cd,L3N1,3431.2,3.4,3429.98,0.13
Cd,L3N2,3470.4,3.5,,
Cd,L3N3,3469.7,1.5,,
Cd,L3N4,3527.42,0.79,3528.159,59.0
Cd,L3N5,3528.74,0.97,3528.159,59.0
Cd,L3 edge,3546.84,0.32,3537.6,0.15
In,KL1,23703.5,1.2,,
In,KL2,24002.31,0.77,24002.03,0.28
In,KL3,24209.78,0.69,24209.75,0.22
In,KM1,27114.4,1.2,,
In,KM2,27238.6,1.5,27237.5,0.25
In,KM3,27276.1,1.3,27275.55,0.25
In,KM4,27489.7,1.1,27491.8,1.8
In,KM5,27497.1,1.1,27499.1,1.8
In,KN1,27819.7,3.7,,
In,KN2,27860.7,3.6,27861.2,0.93
In,KN3,27860.9,1.7,27861.2,0.93
In,KN4,27923.03,0.99,27928.4,3.7
In,KN5,27924.2,1.0,27928.4,3.7
In,K edge,27949.69,0.44,27940.39,0.3
In,L1M1,3410.9,1.7,,
In,L1M2,3535.1,2.1,3535.31,0.13
In,L1M3,3572.6,1.9,3573.14,0.14
In,L1M4,3786.1,1.7,3786.83,0.15
In,L1M5,3793.5,1.6,3794.26,0.15
In,L1N1,4116.2,4.3,,
In,L1N2,4157.2,4.2,4160.48,0.41
In,L1N3,4157.4,2.2,4160.48,0.41
In,L1N4,4219.5,1.5,,
In,L1N5,4220.6,1.6,,
In,L1 edge,4246.17,0.99,4237.26,0.21
In,L2M1,3112.1,1.2,3112.58,0.1
In,L2M2,3236.3,1.5,,
In,L2M3,3273.8,1.3,,
In,L2M4,3487.3,1.1,3487.244,58.0
In,L2M5,3494.8,1.0,,
In,L2N1,3817.4,3.7,3815.93,0.16
In,L2N2,3858.4,3.6,,
In,L2N3,3858.6,1.6,,
In,L2N4,3920.72,0.93,3920.848,73.0
In,L2N5,3921.84,0.98,,
In,L2 edge,3947.38,0.39,3939.32,0.19
In,L3M1,2904.6,1.4,2904.431,91.0
In,L3M2,3028.9,1.4,,
In,L3M3,3066.4,1.2,,
In,L3M4,3279.9,1.0,3279.322,77.0
In,L3M5,3287.28,0.97,3286.982,52.0
In,L3N1,3609.9,3.6,3608.27,0.14
In,L3N2,3651.0,3.5,,
In,L3N3,3651.1,1.5,,
In,L3N4,3713.24,0.87,3713.847,49.0
In,L3N5,3714.37,0.92,3713.847,49.0
In,L3 edge,3739.91,0.33,3730.25,0.17
Sn,KL1,24736.6,1.2,,
Sn,KL2,25044.3,0.79,25044.04,0.23
Sn,KL3,25271.34,0.72,25271.36,0.23
Sn,KM1,28316.1,1.2,,
Sn,KM2,28444.7,1.6,28444.43,0.33
Sn,KM3,28486.4,1.3,28486.26,0.33
Sn,KM4,28707.3,1.2,28710.2,3.0
Sn,KM5,28715.6,1.1,28716.2,3.0
Sn,KN1,29064.2,3.7,,
Sn,KN2,29096.05,0.8,29109.64,0.81
Sn,KN3,29109.2,1.8,29109.64,0.81
Sn,KN4,29175.4,1.1,29175.7,3.0
Sn,KN5,29176.7,1.1,29175.7,3.0
Sn,K edge,29209.79,0.47,29200.39,0.2
Sn,L1M1,3579.5,1.7,,
Sn,L1M2,3708.1,2.1,3708.33,0.15
Sn,L1M3,3749.8,1.9,3750.392,50.0
Sn,L1M4,3970.8,1.7,3971.63,0.17
Sn,L1M5,3979.0,1.6,3980.0,0.17
Sn,L1N1,4327.6,4.2,,
Sn,L1N2,4359.5,1.3,4376.83,0.46
Sn,L1N3,4372.6,2.3,4376.83,0.46
Sn,L1N4,4438.8,1.6,,
Sn,L1N5,4440.1,1.6,,
Sn,L1 edge,4473.2,0.99,4464.77,0.24
Sn,L2M1,3271.8,1.2,3272.37,0.12
Sn,L2M2,3400.4,1.5,,
Sn,L2M3,3442.1,1.3,,
Sn,L2M4,3663.1,1.1,3662.839,48.0
Sn,L2M5,3671.3,1.0,,
Sn,L2N1,4019.9,3.6,4019.2,0.17
Sn,L2N2,4051.76,0.72,,
Sn,L2N3,4064.9,1.7,,
Sn,L2N4,4131.1,1.0,4131.161,61.0
Sn,L2N5,4132.4,1.0,,
Sn,L2 edge,4165.49,0.39,4157.27,0.21
Sn,L3M1,3044.7,1.4,3045.014,100.0
Sn,L3M2,3173.4,1.4,,
Sn,L3M3,3215.0,1.2,,
Sn,L3M4,3436.0,1.0,3437.356,56.0
Sn,L3M5,3444.29,0.98,3444.011,42.0
Sn,L3N1,3792.9,3.6,3792.66,0.15
Sn,L3N2,3824.71,0.66,,
Sn,L3N3,3837.9,1.7,,
Sn,L3N4,3904.07,0.95,3904.894,55.0
Sn,L3N5,3905.32,0.95,3904.894,55.0
Sn,L3 edge,3938.45,0.33,3928.84,0.18
Sb,KL1,25793.9,1.2,,
Sb,KL2,26110.73,0.82,26110.78,0.25
Sb,KL3,26358.69,0.74,26358.86,0.25
Sb,KM1,29546.8,1.2,,
Sb,KM2,29680.0,1.6,29679.2,0.29
Sb,KM3,29726.0,1.4,29725.53,0.22
Sb,KM4,29954.6,1.2,29956.1,1.1
Sb,KM5,29963.8,1.2,29963.3,1.1
Sb,L1M1,3752.9,1.7,,
Sb,L1M2,3886.1,2.1,3886.42,0.16
Sb,L1M3,3932.1,1.9,3932.73,0.17
Sb,L1M4,4160.6,1.7,4161.64,0.19
Sb,L1M5,4169.9,1.7,4170.82,0.19
Sb,L1N1,4546.2,4.4,,
Sb,L1N2,4593.1,4.8,4599.95,0.51
Sb,L1N3,4594.0,2.4,4599.95,0.51
Sb,L1N4,4664.3,1.6,,
Sb,L1N5,4665.8,1.6,,
Sb,L1 edge,4707.3,1.0,4698.44,0.26
Sb,L2M1,3436.1,1.2,3436.65,0.13
Sb,L2M2,3569.3,1.5,,
Sb,L2M3,3615.3,1.3,,
Sb,L2M4,3843.9,1.1,3843.615,71.0
Sb,L2M5,3853.1,1.0,,
Sb,L2N1,4229.4,3.8,4228.78,0.19
Sb,L2N2,4276.3,4.2,,
Sb,L2N3,4277.2,1.8,,
Sb,L2N4,4347.56,0.96,4347.831,68.0
Sb,L2N5,4348.99,0.96,,
Sb,L2 edge,4390.54,0.4,4381.9,1.1
Sb,L3M1,3188.1,1.4,3188.63,0.11
Sb,L3M2,3321.3,1.4,,
Sb,L3M3,3367.3,1.2,,
Sb,L3M4,3595.9,1.0,3595.358,93.0
Sb,L3M5,3605.1,0.98,3604.756,62.0
Sb,L3N1,3981.4,3.7,3980.0,0.17
Sb,L3N2,4028.4,4.1,,
Sb,L3N3,4029.3,1.7,,
Sb,L3N4,4099.59,0.89,4100.826,60.0
Sb,L3N5,4101.02,0.91,4100.826,60.0
Sb,L3 edge,4142.58,0.33,4132.33,0.2
Te,KL1,26875.7,1.3,,
Te,KL2,27201.73,0.85,27201.99,0.26
Te,KL3,27472.09,0.77,27472.57,0.27
Te,L1M1,3931.2,1.7,,
Te,L1M2,4069.0,2.1,4069.52,0.18
Te,L1M3,4119.7,1.9,4120.48,0.18
Te,L1M4,4355.9,1.7,4355.16,0.2
Te,L1M5,4366.1,1.7,4367.16,0.2
Te,L1N1,4770.8,4.5,,
Te,L1N2,4820.7,5.0,4829.1,0.56
Te,L1N3,4822.8,2.7,4829.1,0.56
Te,L1N4,4896.6,1.6,,
Te,L1N5,4898.2,1.6,,
Te,L1 edge,4948.5,1.0,4939.73,0.29
Te,L2M1,3605.2,1.1,3605.9,0.14
Te,L2M2,3743.0,1.5,,
Te,L2M3,3793.7,1.3,,
Te,L2M4,4029.9,1.1,4029.63,0.12
Te,L2M5,4040.1,1.1,,
Te,L2N1,4444.8,3.8,4443.7,0.21
Te,L2N2,4494.7,4.4,,
Te,L2N3,4496.8,2.0,,
Te,L2N4,4570.67,0.97,4570.93,0.15
Te,L2N5,4572.25,0.97,,
Te,L2 edge,4622.56,0.4,4612.61,0.25
Te,L3M1,3334.8,1.4,3335.58,0.12
Te,L3M2,3472.6,1.4,,
Te,L3M3,3523.4,1.2,,
Te,L3M4,3759.5,1.1,3758.79,0.15
Te,L3M5,3769.73,0.99,3769.38,0.1
Te,L3N1,4174.4,3.8,4173.25,0.19
Te,L3N2,4224.4,4.4,,
Te,L3N3,4226.5,2.0,,
Te,L3N4,4300.31,0.91,4301.7,0.18
Te,L3N5,4301.89,0.91,4301.7,0.18
Te,L3 edge,4352.2,0.34,4341.88,0.23
I,KL1,27982.3,1.3,,
I,KL2,28317.62,0.87,28317.52,0.67
I,KL3,28611.94,0.79,28612.32,0.49
I,L1M1,4114.4,1.7,,
I,L1M2,4256.9,2.1,4257.53,0.19
I,L1M3,4312.8,1.9,4313.49,0.2
I,L1M4,4556.5,1.7,4556.43,0.22
I,L1M5,4567.8,1.7,4569.06,0.22
I,L1N1,5002.1,4.5,,
I,L1N2,5055.0,5.2,5065.67,0.61
I,L1N3,5059.5,3.0,5065.67,0.61
I,L1N4,5135.9,1.6,,
I,L1N5,5137.7,1.6,,
I,L1 edge,5197.2,1.0,5191.9,1.6
I,L2M1,3779.1,1.1,3780.19,0.15
I,L2M2,3921.6,1.5,,
I,L2M3,3977.5,1.3,,
I,L2M4,4221.2,1.1,4220.76,0.13
I,L2M5,4232.5,1.1,,
I,L2N1,4666.8,3.9,4666.08,0.23
I,L2N2,4719.6,4.6,,
I,L2N3,4724.2,2.4,,
I,L2N4,4800.58,0.96,4800.98,0.22
I,L2N5,4802.33,0.95,,
I,L2 edge,4861.84,0.38,4854.1,1.4
I,L3M1,3484.8,1.4,3485.06,0.13
I,L3M2,3627.3,1.4,,
I,L3M3,3683.2,1.2,,
I,L3M4,3926.9,1.1,3926.09,0.11
I,L3M5,3938.2,1.0,3937.7,0.11
I,L3N1,4372.5,3.8,4370.62,0.21
I,L3N2,4425.3,4.5,,
I,L3N3,4429.9,2.4,,
I,L3N4,4506.26,0.89,4507.58,0.19
I,L3N5,4508.01,0.89,4507.58,0.19
I,L3 edge,4567.52,0.32,4558.8,1.2
Xe,KL1,29112.8,3.1,,
Xe,KL2,29458.4,3.0,29458.25,50.0
Xe,KL3,29778.3,2.9,29778.78,0.1
Xe,L1M1,4303.2,1.9,,
Xe,L1M2,4450.2,2.3,4450.328,30.0
Xe,L1M3,4511.8,2.2,4512.028,30.0
Xe,L1M4,4763.2,2.0,,
Xe,L1M5,4775.8,2.0,,
Xe,L1N1,5240.5,4.7,,
Xe,L1N2,5296.0,5.5,5306.71,0.2
Xe,L1N3,5294.8,9.8,5306.71,0.2
Xe,L1N4,5382.5,1.8,,
Xe,L1N5,5384.3,1.8,,
Xe,L1 edge,5453.7,1.3,5452.89,0.35
Xe,L2M1,3957.6,1.2,3958.368,50.0
Xe,L2M2,4104.6,1.4,,
Xe,L2M3,4166.2,1.3,,
Xe,L2M4,4417.6,1.1,4417.668,30.0
Xe,L2M5,4430.2,1.1,,
Xe,L2N1,4895.0,3.9,,
Xe,L2N2,4950.5,4.6,,
Xe,L2N3,4949.2,8.9,,
Xe,L2N4,5036.95,0.93,,
Xe,L2N5,5038.78,0.89,,
Xe,L2 edge,5108.1,0.37,5103.83,0.31
Xe,L3M1,3637.8,1.4,3638.008,59.0
Xe,L3M2,3784.7,1.4,,
Xe,L3M3,3846.3,1.2,,
Xe,L3M4,4097.7,1.1,4097.378,30.0
Xe,L3M5,4110.3,1.0,4110.088,20.0
Xe,L3N1,4575.1,3.8,,
Xe,L3N2,4630.6,4.6,,
Xe,L3N3,4629.3,8.9,,
Xe,L3N4,4717.08,0.89,,
Xe,L3N5,4718.9,0.84,,
Xe,L3 edge,4788.22,0.32,4782.16,0.27
Cs,L1M1,4496.1,1.7,,
Cs,L1M2,4648.0,2.1,4649.45,0.52
Cs,L1M3,4715.2,2.0,4716.85,0.53
Cs,L1M4,4974.4,1.8,4975.21,0.59
Cs,L1M5,4988.1,1.7,5002.72,0.6
Cs,L1N1,5485.2,4.6,,
Cs,L1N2,5542.6,5.5,5542.1,0.73
Cs,L1N3,5552.5,4.3,5552.77,0.74
Cs,L1N4,5634.8,1.7,,
Cs,L1N5,5636.9,1.7,,
Cs,L1 edge,5721.4,1.0,5720.6,2.0
Cs,L2M1,4141.8,1.1,4142.13,0.41
Cs,L2M2,4293.7,1.5,,
Cs,L2M3,4360.9,1.3,,
Cs,L2M4,4620.0,1.1,4619.83,0.51
Cs,L2M5,4633.8,1.1,,
Cs,L2N1,5130.8,4.0,5128.75,0.63
Cs,L2N2,5188.3,4.8,,
Cs,L2N3,5198.1,3.6,,
Cs,L2N4,5280.4,1.1,5280.34,0.67
Cs,L2N5,5282.54,0.98,,
Cs,L2 edge,5367.05,0.39,5358.15,0.34
Cs,L3M1,3794.6,1.4,3794.99,0.34
Cs,L3M2,3946.5,1.4,,
Cs,L3M3,4013.7,1.2,,
Cs,L3M4,4272.9,1.1,4272.31,0.44
Cs,L3M5,4286.6,1.0,4286.49,0.44
Cs,L3N1,4783.7,3.9,4781.06,0.55
Cs,L3N2,4841.1,4.8,,
Cs,L3N3,4851.0,3.5,,
Cs,L3N4,4933.27,0.98,4936.0,0.58
Cs,L3N5,4935.36,0.92,4936.0,0.58
Cs,L3 edge,5019.87,0.32,5011.41,0.3
Ba,L1M1,4694.8,1.7,,
Ba,L1M2,4851.4,2.1,4851.97,0.56
Ba,L1M3,4925.0,2.0,4926.97,0.58
Ba,L1M4,5191.9,1.8,5194.28,0.64
Ba,L1M5,5207.0,1.7,5217.23,0.65
Ba,L1N1,5735.5,4.6,,
Ba,L1N2,5797.0,16.0,5810.11,0.2
Ba,L1N3,5810.4,1.7,5810.11,0.2
Ba,L1N4,5895.2,5.6,,
Ba,L1N5,5897.3,1.3,,
Ba,L1 edge,5997.7,1.0,5995.9,2.1
Ba,L2M1,4330.7,1.1,4330.96,0.67
Ba,L2M2,4487.4,1.5,,
Ba,L2M3,4560.9,1.3,,
Ba,L2M4,4827.8,1.2,4827.58,0.14
Ba,L2M5,4842.9,1.1,,
Ba,L2N1,5371.5,4.0,5370.7,1.0
Ba,L2N2,5433.0,15.0,,
Ba,L2N3,5446.4,1.1,,
Ba,L2N4,5531.1,5.0,5531.22,0.73
Ba,L2N5,5533.28,0.61,,
Ba,L2 edge,5633.67,0.39,5623.29,0.38
Ba,L3M1,3954.4,1.4,3954.15,0.37
Ba,L3M2,4111.1,1.4,,
Ba,L3M3,4184.6,1.3,,
Ba,L3M4,4451.5,1.1,4450.94,0.12
Ba,L3M5,4466.6,1.0,4466.3,0.12
Ba,L3N1,4995.2,3.9,4994.05,0.6
Ba,L3N2,5056.0,15.0,,
Ba,L3N3,5070.1,1.0,,
Ba,L3N4,5154.8,4.9,5156.58,0.19
Ba,L3N5,5156.97,0.55,5156.58,0.19
Ba,L3 edge,5257.36,0.32,5247.04,0.33
La,L1M1,4898.6,1.7,,
La,L1M2,5060.1,2.2,5061.79,0.38
La,L1M3,5140.5,2.0,5143.4,0.39
La,L1M4,5415.0,1.8,5416.99,0.71
La,L1M5,5431.7,1.8,5435.79,0.71
La,L1N1,5993.6,4.6,,
La,L1N2,6057.0,16.0,6060.73,0.29
La,L1N3,6072.4,1.7,6075.32,0.29
La,L1N4,6162.7,5.3,6167.1,0.61
La,L1N5,6164.6,1.3,6167.1,0.61
La,L1N6,,,6264.8,1.6
La,L1N7,,,6264.8,1.6
La,L1 edge,6279.0,1.0,6268.1,2.3
La,L2M1,4524.8,1.1,4524.9,7.3
La,L2M2,4686.2,1.5,,
La,L2M3,4766.7,1.3,,
La,L2M4,5041.2,1.2,5042.17,0.15
La,L2M5,5057.8,1.1,,
La,L2N1,5619.8,4.0,5620.13,0.48
La,L2N2,5683.0,15.0,,
La,L2N3,5698.6,1.1,,
La,L2N4,5788.8,4.7,5788.3,0.26
La,L2N5,5790.83,0.61,,
La,L2N6,,,5887.7,1.4
La,L2N7,,,5887.7,1.4
La,L2 edge,5905.22,0.39,5889.1,2.1
La,L3M1,4117.4,1.4,4124.5,6.1
La,L3M2,4278.9,1.4,,
La,L3M3,4359.3,1.3,,
La,L3M4,4633.8,1.1,4634.26,0.1
La,L3M5,4650.4,1.0,4651.02,0.13
La,L3N1,5212.4,3.9,5211.63,0.42
La,L3N2,5276.0,15.0,,
La,L3N3,5291.2,1.0,,
La,L3N4,5381.4,4.6,5382.87,0.23
La,L3N5,5383.43,0.55,5382.87,0.23
La,L3N6,,,5479.1,1.2
La,L3N7,,,5479.1,1.2
La,L3 edge,5497.83,0.32,5483.5,3.6
Ce,L1M1,5110.7,1.7,,
Ce,L1M2,5276.5,2.2,5277.35,0.43
Ce,L1M3,5364.7,2.0,5365.29,0.42
Ce,L1M4,5645.9,1.8,5644.98,0.5
Ce,L1M5,5665.0,1.8,5664.63,0.47
Ce,L1N1,6258.9,4.6,,
Ce,L1N2,6323.0,16.0,6326.39,0.59
Ce,L1N3,6341.2,1.7,6342.0,0.59
Ce,L1N4,6434.2,5.1,6439.95,0.34
Ce,L1N5,6438.0,1.3,6439.95,0.34
Ce,L1N6,6538.6,1.5,,
Ce,L1 edge,6550.4,1.1,6548.1,2.6
Ce,L2M1,4727.4,1.1,4731.6,1.1
Ce,L2M2,4893.1,1.5,,
Ce,L2M3,4981.4,1.4,,
Ce,L2M4,5262.5,1.2,5262.93,0.41
Ce,L2M5,5281.6,1.1,,
Ce,L2N1,5875.5,4.0,5874.9,0.51
Ce,L2N2,5940.0,15.0,,
Ce,L2N3,5957.9,1.1,,
Ce,L2N4,6050.8,4.4,6052.15,0.29
Ce,L2N5,6054.66,0.61,,
Ce,L2N6,6155.21,0.84,6161.57,0.61
Ce,L2N7,,,6161.57,0.61
Ce,L2 edge,6167.01,0.39,6160.9,2.3
Ce,L3M1,4286.8,1.4,4287.52,0.88
Ce,L3M2,4452.6,1.4,,
Ce,L3M3,4540.8,1.3,,
Ce,L3M4,4822.0,1.1,4823.17,0.34
Ce,L3M5,4841.1,1.1,4840.06,0.31
Ce,L3N1,5435.0,3.9,5433.24,0.43
Ce,L3N2,5499.0,15.0,,
Ce,L3N3,5517.34,0.99,,
Ce,L3N4,5610.3,4.3,5612.67,0.42
Ce,L3N5,5614.13,0.54,5612.67,0.42
Ce,L3N6,5714.67,0.78,5721.1,0.53
Ce,L3N7,,,5721.1,0.53
Ce,L3 edge,5726.47,0.32,5724.0,3.9
Pr,L1M1,5326.9,1.7,,
Pr,L1M2,5497.2,2.2,5498.1,1.4
Pr,L1M3,5593.5,2.1,5591.8,1.1
Pr,L1M4,5881.9,1.9,5884.0,1.7
Pr,L1M5,5903.2,1.8,5902.8,1.7
Pr,L1N1,6530.7,4.6,,
Pr,L1N2,6597.0,16.0,6598.0,2.1
Pr,L1N3,6617.0,1.7,6615.9,2.1
Pr,L1N4,6715.1,4.8,,
Pr,L1N5,6719.0,1.3,,
Pr,L1N6,6824.3,1.5,,
Pr,L1 edge,6836.8,1.1,6834.4,2.8
Pr,L2M1,4933.7,1.2,4935.6,8.7
Pr,L2M2,5104.0,1.5,,
Pr,L2M3,5200.4,1.4,,
Pr,L2M4,5488.7,1.2,5488.9,1.1
Pr,L2M5,5510.0,1.1,,
Pr,L2N1,6137.5,4.0,6136.2,1.8
Pr,L2N2,6204.0,15.0,,
Pr,L2N3,6223.8,1.0,,
Pr,L2N4,6321.9,4.1,6322.1,1.4
Pr,L2N5,6325.84,0.61,,
Pr,L2N6,6431.16,0.81,,
Pr,L2 edge,6443.6,0.39,6439.0,2.5
Pr,L3M1,4458.0,1.4,4453.23,0.95
Pr,L3M2,4628.2,1.4,,
Pr,L3M3,4724.6,1.3,,
Pr,L3M4,5012.9,1.1,5013.64,0.9
Pr,L3M5,5034.3,1.1,5033.79,0.6
Pr,L3N1,5661.8,3.9,5659.7,1.5
Pr,L3N2,5728.0,15.0,,
Pr,L3N3,5748.06,0.97,,
Pr,L3N4,5846.1,4.1,5849.9,1.6
Pr,L3N5,5850.08,0.54,5849.9,1.6
Pr,L3N6,5955.4,0.75,,
Pr,L3 edge,5967.84,0.33,5963.3,2.1
Nd,L1M1,5548.7,1.8,,
Nd,L1M2,5723.4,2.2,5721.6,1.2
Nd,L1M3,5828.5,2.1,5827.801,52.0
Nd,L1M4,6123.9,1.9,6124.97,0.41
Nd,L1M5,6147.7,1.8,6148.82,0.41
Nd,L1N1,6809.4,4.6,,
Nd,L1N2,6877.0,16.0,6884.03,0.34
Nd,L1N3,6899.8,1.7,6900.44,0.34
Nd,L1N4,7004.1,4.5,7007.74,0.36
Nd,L1N5,7007.2,1.3,7007.74,0.36
Nd,L1N6,7117.2,1.5,7122.1,2.0
Nd,L1N7,,,7122.1,2.0
Nd,L1 edge,7130.2,1.1,7129.52,0.61
Nd,L2M1,5145.6,1.2,5145.25,0.17
Nd,L2M2,5320.3,1.5,,
Nd,L2M3,5425.4,1.4,5424.4,1.2
Nd,L2M4,5720.8,1.2,5721.446,50.0
Nd,L2M5,5744.6,1.1,,
Nd,L2N1,6406.3,3.9,6405.29,0.33
Nd,L2N2,6474.0,15.0,,
Nd,L2N3,6496.8,1.0,,
Nd,L2N4,6601.0,3.8,6601.16,0.24
Nd,L2N5,6604.15,0.61,,
Nd,L2N6,6714.16,0.78,6718.98,0.61
Nd,L2N7,,,6718.98,0.61
Nd,L2 edge,6727.09,0.4,6723.55,0.54
Nd,L3M1,4632.4,1.5,4631.849,52.0
Nd,L3M2,4807.1,1.5,,
Nd,L3M3,4912.2,1.4,,
Nd,L3M4,5207.6,1.1,5207.7,1.1
Nd,L3M5,5231.4,1.1,5230.239,35.0
Nd,L3N1,5893.1,3.8,5892.99,0.25
Nd,L3N2,5961.0,15.0,,
Nd,L3N3,5983.57,0.95,,
Nd,L3N4,6087.8,3.8,6091.25,0.26
Nd,L3N5,6090.96,0.55,6091.25,0.26
Nd,L3N6,6200.97,0.71,6202.34,0.52
Nd,L3N7,,,6202.34,0.52
Nd,L3 edge,6213.9,0.33,6209.36,0.46
Pm,L1M1,5776.1,1.8,,
Pm,L1M2,5955.2,2.2,,
Pm,L1M3,6069.6,2.1,6071.3,1.8
Pm,L1M4,6372.1,1.9,,
Pm,L1M5,6398.5,1.8,,
Pm,L1N1,7094.5,4.6,,
Pm,L1N2,7163.0,16.0,,
Pm,L1N3,7189.3,1.7,,
Pm,L1N4,7301.2,4.3,,
Pm,L1N5,7302.3,1.4,,
Pm,L1N6,7416.9,1.5,,
Pm,L1 edge,7430.2,1.1,7435.7,3.3
Pm,L2M1,5363.0,1.3,,
Pm,L2M2,5542.1,1.5,,
Pm,L2M3,5656.5,1.5,,
Pm,L2M4,5959.1,1.2,5961.5,1.7
Pm,L2M5,5985.4,1.1,,
Pm,L2N1,6681.4,3.9,,
Pm,L2N2,6750.0,15.0,,
Pm,L2N3,6776.2,1.0,,
Pm,L2N4,6888.1,3.6,6892.1,5.1
Pm,L2N5,6889.17,0.65,,
Pm,L2N6,7003.78,0.8,,
Pm,L2 edge,7017.09,0.44,7014.2,2.9
Pm,L3M1,4810.0,1.5,,
Pm,L3M2,4989.2,1.5,,
Pm,L3M3,5103.6,1.4,,
Pm,L3M4,5406.1,1.1,5407.9,1.4
Pm,L3M5,5432.5,1.1,5432.6,1.1
Pm,L3N1,6128.5,3.8,,
Pm,L3N2,6197.0,15.0,,
Pm,L3N3,6223.31,0.97,,
Pm,L3N4,6335.2,3.5,6338.9,2.9
Pm,L3N5,6336.23,0.59,6338.9,2.9
Pm,L3N6,6450.84,0.72,,
Pm,L3 edge,6464.15,0.36,6460.44,0.5
Sm,L1M1,6009.1,1.9,,
Sm,L1M2,6192.8,2.3,6196.19,0.26
Sm,L1M3,6317.0,2.2,6316.36,0.13
Sm,L1M4,6627.0,2.0,6628.69,0.26
Sm,L1M5,6655.7,1.9,6655.6,0.14
Sm,L1N1,7387.5,4.7,,
Sm,L1N2,7429.0,16.0,7467.19,0.37
Sm,L1N3,7487.1,1.8,7486.82,0.2
Sm,L1N4,7608.0,4.0,7606.24,0.38
Sm,L1N5,7605.2,1.4,7606.24,0.38
Sm,L1N6,7724.4,1.5,7734.03,0.9
Sm,L1N7,,,7734.03,0.9
Sm,L1 edge,7737.9,1.2,7747.93,0.72
Sm,L2M1,5586.0,1.4,5585.55,0.91
Sm,L2M2,5769.7,1.6,,
Sm,L2M3,5893.8,1.5,5891.6,1.4
Sm,L2M4,6203.9,1.3,6204.073,93.0
Sm,L2M5,6232.6,1.2,,
Sm,L2N1,6964.4,3.9,6967.67,0.17
Sm,L2N2,7006.0,15.0,,
Sm,L2N3,7064.0,1.1,7064.27,0.81
Sm,L2N4,7184.9,3.3,7178.09,0.17
Sm,L2N5,7182.12,0.66,,
Sm,L2N6,7301.27,0.77,7308.0,0.86
Sm,L2N7,,,7308.0,0.86
Sm,L2 edge,7314.76,0.44,7313.3,0.64
Sm,L3M1,4990.9,1.5,4990.43,0.17
Sm,L3M2,5174.6,1.5,,
Sm,L3M3,5298.8,1.4,,
Sm,L3M4,5608.8,1.2,5609.053,61.0
Sm,L3M5,5637.6,1.1,5635.97,33.0
Sm,L3N1,6369.3,3.9,6369.72,0.14
Sm,L3N2,6411.0,15.0,,
Sm,L3N3,6468.88,0.99,6469.72,0.68
Sm,L3N4,6589.8,3.2,6587.17,0.14
Sm,L3N5,6587.03,0.58,6587.17,0.14
Sm,L3N6,6706.19,0.71,6711.75,0.73
Sm,L3N7,,,6711.75,0.73
Sm,L3 edge,6719.67,0.37,6717.36,0.54
Eu,L1M1,6248.4,2.1,,
Eu,L1M2,6436.5,2.3,6437.81,0.55
Eu,L1M3,6570.7,2.2,6571.57,0.58
Eu,L1M4,6888.3,2.0,6889.81,0.7
Eu,L1M5,6919.3,1.9,6919.15,0.71
Eu,L1N1,7687.2,4.5,7687.6,2.4
